LOG_Code;UI_Code;ADR_Num;ADR_Libelle;ADR_CodePo;ADR_CommPo
1 570 0600 026 010;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 026 011;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 026 012;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 027 001;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 027 002;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 027 003;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 027 004;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 027 005;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 027 006;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0930 001 001;1 570 0930;;route de Vigny - VILLA AeROPORT;57420;Goin
1 591 0027 001 003;1 591 0027;2; l arsenal;59380;Bergues
1 591 0027 001 004;1 591 0027;2; l arsenal;59380;Bergues
1 591 0027 001 005;1 591 0027;2; l arsenal;59380;Bergues
1 591 0027 001 006;1 591 0027;2; l arsenal;59380;Bergues
1 591 0027 001 007;1 591 0027;2; l arsenal;59380;Bergues
1 591 0027 001 008;1 591 0027;2; l arsenal;59380;Bergues
1 592 0646 001 010;1 592 0646;;RUE DE LA DREVE;59810;Lesquin
1 592 0646 001 012;1 592 0646;;RUE DE LA DREVE;59810;Lesquin
1 610 0200 001 001;1 610 0200;;Les Trois Croix;61200;Argentan
1 610 0200 001 002;1 610 0200;;Les Trois Croix;61200;Argentan
1 610 0200 001 003;1 610 0200;;Les Trois Croix;61200;Argentan
1 610 0200 001 004;1 610 0200;;Les Trois Croix;61200;Argentan
1 610 0200 001 005;1 610 0200;;Les Trois Croix;61200;Argentan
1 610 0200 001 006;1 610 0200;;Les Trois Croix;61200;Argentan
1 610 0200 001 007;1 610 0200;;Les Trois Croix;61200;Argentan
1 610 0200 001 008;1 610 0200;;Les Trois Croix;61200;Argentan
1 610 0200 001 009;1 610 0200;;Les Trois Croix;61200;Argentan
1 610 0200 001 010;1 610 0200;;Les Trois Croix;61200;Argentan
1 610 0200 001 011;1 610 0200;;Les Trois Croix;61200;Argentan
1 610 0200 001 012;1 610 0200;;Les Trois Croix;61200;Argentan
1 610 0200 001 013;1 610 0200;;Les Trois Croix;61200;Argentan
1 610 0200 001 014;1 610 0200;;Les Trois Croix;61200;Argentan
1 610 0200 001 015;1 610 0200;;Les Trois Croix;61200;Argentan
1 610 0200 001 016;1 610 0200;;Les Trois Croix;61200;Argentan
1 610 0200 001 017;1 610 0200;;Les Trois Croix;61200;Argentan
1 610 0200 003 001;1 610 0200;;Les Trois Croix;61200;Argentan
1 610 0200 003 002;1 610 0200;;Les Trois Croix;61200;Argentan
1 610 0200 003 003;1 610 0200;;Les Trois Croix;61200;Argentan
1 610 0200 003 004;1 610 0200;;Les Trois Croix;61200;Argentan
1 610 0200 003 005;1 610 0200;;Les Trois Croix;61200;Argentan
1 610 0200 003 006;1 610 0200;;Les Trois Croix;61200;Argentan
1 610 0200 003 007;1 610 0200;;Les Trois Croix;61200;Argentan
1 620 0700 001 001;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 001 003;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 001 004;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 001 011;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 001 012;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 001 013;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 001 014;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 001 021;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 001 022;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 001 023;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 002 001;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 002 002;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 002 003;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 002 004;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 002 011;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 002 012;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 002 013;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 002 014;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 002 021;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 002 022;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 002 023;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 002 024;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 003 001;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 003 002;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 003 003;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 003 004;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 003 011;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 003 012;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 003 013;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 003 014;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 003 021;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 003 022;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 003 023;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 003 024;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 004 001;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 004 002;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 004 011;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 004 012;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 004 013;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 004 021;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 005 001;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 005 002;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 005 011;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 005 012;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 005 013;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 005 021;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 008 001;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 620 0700 008 002;1 620 0700;;1 rue fg d arras;62450;Bapaume
1 640 0178 001 001;1 640 0178;;urdos;64490;Urdos
1 640 0178 002 002;1 640 0178;;urdos;64490;Urdos
1 640 0178 003 003;1 640 0178;;urdos;64490;Urdos
1 640 0178 003 004;1 640 0178;;urdos;64490;Urdos
1 640 0178 004 005;1 640 0178;;urdos;64490;Urdos
1 640 0178 004 006;1 640 0178;;urdos;64490;Urdos
1 670 0018 002 001;1 670 0018;;1 rue du f0sse c0mmunal;67400;Illkirch-Graffenstaden
1 670 0018 002 002;1 670 0018;;1 rue du f0sse c0mmunal;67400;Illkirch-Graffenstaden
1 670 0018 003 001;1 670 0018;;1 rue du f0sse c0mmunal;67400;Illkirch-Graffenstaden
1 670 0018 003 002;1 670 0018;;1 rue du f0sse c0mmunal;67400;Illkirch-Graffenstaden
1 670 0018 003 003;1 670 0018;;1 rue du f0sse c0mmunal;67400;Illkirch-Graffenstaden
1 670 0018 003 004;1 670 0018;;1 rue du f0sse c0mmunal;67400;Illkirch-Graffenstaden
1 670 0018 004 001;1 670 0018;;1 rue du f0sse c0mmunal;67400;Illkirch-Graffenstaden
1 670 0018 004 002;1 670 0018;;1 rue du f0sse c0mmunal;67400;Illkirch-Graffenstaden
1 670 0018 004 003;1 670 0018;;1 rue du f0sse c0mmunal;67400;Illkirch-Graffenstaden
1 670 0018 004 004;1 670 0018;;1 rue du f0sse c0mmunal;67400;Illkirch-Graffenstaden
1 670 0074 001 001;1 670 0074;;10 rue de bassemberg;67220;Ville
1 670 0074 001 002;1 670 0074;;10 rue de bassemberg;67220;Ville
1 670 0074 001 003;1 670 0074;;10 rue de bassemberg;67220;Ville
1 670 0074 001 004;1 670 0074;;10 rue de bassemberg;67220;Ville
1 670 0074 001 005;1 670 0074;;10 rue de bassemberg;67220;Ville
1 670 0074 001 006;1 670 0074;;10 rue de bassemberg;67220;Ville
1 670 0082 001 002;1 670 0082;1;0berhausbergen;67202;Wolfisheim
1 670 0082 001 003;1 670 0082;1;0berhausbergen;67202;Wolfisheim
1 670 0082 001 004;1 670 0082;1;0berhausbergen;67202;Wolfisheim
1 670 0082 001 005;1 670 0082;1;0berhausbergen;67202;Wolfisheim
1 680 0006 001 002;1 680 0006;;10 rue du Pont d'Aspach;68520;Burnhaupt-le-Haut
1 680 0006 001 003;1 680 0006;;10 rue du Pont d'Aspach;68520;Burnhaupt-le-Haut
1 680 0006 001 004;1 680 0006;;10 rue du Pont d'Aspach;68520;Burnhaupt-le-Haut
1 680 0006 001 005;1 680 0006;;10 rue du Pont d'Aspach;68520;Burnhaupt-le-Haut
1 680 0046 001 001;1 680 0046;28;du marechal Foch;68680;Kembs
1 680 0046 001 002;1 680 0046;28;du marechal Foch;68680;Kembs
1 680 0046 001 003;1 680 0046;28;du marechal Foch;68680;Kembs
1 680 0046 001 004;1 680 0046;28;du marechal Foch;68680;Kembs
1 680 0046 001 005;1 680 0046;28;du marechal Foch;68680;Kembs
1 680 0046 001 006;1 680 0046;28;du marechal Foch;68680;Kembs
1 680 0500 002 001;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 003 001;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 003 002;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 004 001;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 004 002;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 004 003;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 004 004;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 004 005;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 004 006;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 004 007;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 004 008;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 004 009;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 004 010;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 004 011;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 004 012;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 004 013;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 004 014;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 004 015;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 004 016;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 004 017;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 009 001;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 009 002;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 009 003;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 009 004;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 009 005;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 009 006;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 009 007;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 009 008;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 009 009;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 009 010;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 009 011;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 009 012;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 009 013;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 009 014;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 009 015;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 009 016;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 009 017;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 009 018;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 010 001;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 010 002;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 010 003;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 010 004;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 010 005;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 010 006;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 010 007;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 010 008;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 010 009;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 010 010;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 010 011;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 010 012;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 010 013;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 010 014;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 011 001;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 011 002;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 011 003;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 011 004;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 011 005;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 011 006;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 011 007;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 011 008;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 011 009;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 011 010;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 011 011;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 011 012;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 012 001;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 012 002;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 012 003;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 012 004;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 012 005;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 012 006;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 012 007;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 012 008;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 012 009;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 012 010;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 012 011;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 012 012;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 022 001;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 022 002;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 022 003;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 022 004;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 022 005;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0500 022 006;1 680 0500;;1 Rue du Colonel Robelin;68480;Ferrette
1 680 0501 005 001;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 005 002;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 005 003;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 005 004;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 005 005;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 005 006;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 005 007;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 005 008;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 005 009;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 005 010;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 005 011;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 005 012;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 005 013;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 005 014;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 005 015;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 005 016;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 005 017;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 006 001;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 006 002;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 007 001;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 007 002;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 007 003;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 007 004;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 007 005;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 007 006;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 007 007;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 007 008;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 007 009;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 007 010;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 007 011;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 008 001;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 008 002;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 008 003;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 008 004;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 008 005;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 008 006;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 008 007;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 008 008;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 008 009;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 008 010;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 008 011;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 009 001;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 009 002;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 009 003;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 009 004;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 009 005;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 009 006;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 009 007;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 009 008;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 009 009;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 009 010;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 009 011;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 009 012;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 009 013;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 009 014;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 009 015;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 009 016;1 680 0501;8; General Moreigne;68480;Ferrette
1 680 0501 009 017;1 680 0501;8; General Moreigne;68480;Ferrette
1 690 0106 001 001;1 690 0106;;37 bd yves farge;69007;Lyon 7e  Arrondissement
1 690 0106 001 002;1 690 0106;;37 bd yves farge;69007;Lyon 7e  Arrondissement
1 690 0106 001 003;1 690 0106;;37 bd yves farge;69007;Lyon 7e  Arrondissement
1 690 0106 001 004;1 690 0106;;37 bd yves farge;69007;Lyon 7e  Arrondissement
1 690 0106 001 005;1 690 0106;;37 bd yves farge;69007;Lyon 7e  Arrondissement
1 690 0106 001 006;1 690 0106;;37 bd yves farge;69007;Lyon 7e  Arrondissement
1 690 0106 001 007;1 690 0106;;37 bd yves farge;69007;Lyon 7e  Arrondissement
1 690 0106 001 008;1 690 0106;;37 bd yves farge;69007;Lyon 7e  Arrondissement
1 690 0106 001 009;1 690 0106;;37 bd yves farge;69007;Lyon 7e  Arrondissement
1 690 0106 001 010;1 690 0106;;37 bd yves farge;69007;Lyon 7e  Arrondissement
1 690 0106 001 011;1 690 0106;;37 bd yves farge;69007;Lyon 7e  Arrondissement
1 690 0106 001 012;1 690 0106;;37 bd yves farge;69007;Lyon 7e  Arrondissement
1 690 0106 001 013;1 690 0106;;37 bd yves farge;69007;Lyon 7e  Arrondissement
1 690 0106 001 014;1 690 0106;;37 bd yves farge;69007;Lyon 7e  Arrondissement
1 690 0106 001 015;1 690 0106;;37 bd yves farge;69007;Lyon 7e  Arrondissement
1 690 0106 001 016;1 690 0106;;37 bd yves farge;69007;Lyon 7e  Arrondissement
1 690 0861 001 001;1 690 0861;;VILLA 6H - RUE DE LUYSINE -;69720;Saint-Bonnet-de-Mure
1 720 0600 002 001;1 720 0600;;bd paixhans;;Le Mans
1 720 0600 002 002;1 720 0600;;bd paixhans;;Le Mans
1 720 0600 002 003;1 720 0600;;bd paixhans;;Le Mans
1 720 0600 002 004;1 720 0600;;bd paixhans;;Le Mans
1 720 0600 052 001;1 720 0600;;bd paixhans;;Le Mans
1 720 0600 052 002;1 720 0600;;bd paixhans;;Le Mans
1 720 0750 015 002;1 720 0750;;bd paixhans;;Le Mans
1 740 0566 001 001;1 740 0566;;1 rue du 8 mai 1945;74100;Annemasse
1 740 0566 001 002;1 740 0566;;1 rue du 8 mai 1945;74100;Annemasse
1 740 0566 001 003;1 740 0566;;1 rue du 8 mai 1945;74100;Annemasse
1 740 0566 001 004;1 740 0566;;1 rue du 8 mai 1945;74100;Annemasse
1 740 0566 001 005;1 740 0566;;1 rue du 8 mai 1945;74100;Annemasse
1 740 0566 001 006;1 740 0566;;1 rue du 8 mai 1945;74100;Annemasse
1 760 0012 001 001;1 760 0012;;5 rue senard;;Rouen
1 770 0080 001 001;1 770 0080;;22 av de fontainebleau;77310;Saint-Fargeau-Ponthierry
1 770 0080 001 002;1 770 0080;;22 av de fontainebleau;77310;Saint-Fargeau-Ponthierry
1 770 0080 001 003;1 770 0080;;22 av de fontainebleau;77310;Saint-Fargeau-Ponthierry
1 770 0080 001 004;1 770 0080;;22 av de fontainebleau;77310;Saint-Fargeau-Ponthierry
1 770 0080 001 005;1 770 0080;;22 av de fontainebleau;77310;Saint-Fargeau-Ponthierry
1 770 0080 001 006;1 770 0080;;22 av de fontainebleau;77310;Saint-Fargeau-Ponthierry
1 770 0080 002 007;1 770 0080;;22 av de fontainebleau;77310;Saint-Fargeau-Ponthierry
1 770 0080 002 008;1 770 0080;;22 av de fontainebleau;77310;Saint-Fargeau-Ponthierry
1 770 0080 002 009;1 770 0080;;22 av de fontainebleau;77310;Saint-Fargeau-Ponthierry
1 770 0080 002 010;1 770 0080;;22 av de fontainebleau;77310;Saint-Fargeau-Ponthierry
1 770 0080 002 011;1 770 0080;;22 av de fontainebleau;77310;Saint-Fargeau-Ponthierry
1 770 0080 002 012;1 770 0080;;22 av de fontainebleau;77310;Saint-Fargeau-Ponthierry
1 770 0350 001 001;1 770 0350;;rue danton RESILIE 1/10/2012;77480;Bray-sur-Seine
1 770 0350 001 002;1 770 0350;;rue danton RESILIE 1/10/2012;77480;Bray-sur-Seine
1 770 0350 002 003;1 770 0350;;rue danton RESILIE 1/10/2012;77480;Bray-sur-Seine
1 770 0350 002 004;1 770 0350;;rue danton RESILIE 1/10/2012;77480;Bray-sur-Seine
1 770 0350 002 005;1 770 0350;;rue danton RESILIE 1/10/2012;77480;Bray-sur-Seine
1 770 0350 002 006;1 770 0350;;rue danton RESILIE 1/10/2012;77480;Bray-sur-Seine
1 770 0500 006 380;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 006 381;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 006 382;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 006 383;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 006 384;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 006 385;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 006 386;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 006 387;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 006 388;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 007 389;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 007 390;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 007 391;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 007 392;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 008 379;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 750 001;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 750 002;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 750 003;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 750 004;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 750 005;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 750 006;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 750 007;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 750 008;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 750 009;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 750 010;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 750 011;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 750 012;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 750 013;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 750 014;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 750 015;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 750 016;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 750 017;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 750 018;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 750 019;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 750 020;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 750 021;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 750 022;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 750 023;1 770 0500;54; de corbeil;77000;Melun
